Date,RM,RF,Year,Month
2005-01-11,0.00552092,0,2005,1
2005-01-10,0.001155662,0,2005,1
2005-01-07,-0.007711313,0,2005,1
2005-01-06,-0.00104369,0,2005,1
2005-01-05,-0.011895137,0,2005,1
2005-01-04,-0.013455703,0,2005,1
2005-01-03,0.00055866,0,2005,1
2004-12-31,0.006364676,0,2004,12
2004-12-30,0.002031702,0,2004,12
2004-12-29,0.014651941,0,2004,12
2004-12-28,0.002444061,0,2004,12
2004-12-27,-0.005561998,0,2004,12
2004-12-24,0.003626408,0,2004,12
2004-12-23,-0.000641504,0,2004,12
2004-12-22,0.002282956,0,2004,12
2004-12-21,0.000319081,0,2004,12
2004-12-20,-0.003890623,0,2004,12
2004-12-17,-0.00164639,0,2004,12
2004-12-16,0.002773807,0,2004,12
2004-12-15,0.015725128,0,2004,12
2004-12-14,0.00523228,0,2004,12
2004-12-13,-0.005538236,0,2004,12
2004-12-10,-0.000395673,0,2004,12
2004-12-09,0.003641912,0,2004,12
2004-12-08,-0.00553054,0,2004,12
2004-12-07,0.001032239,0,2004,12
2004-12-06,0.004394844,0,2004,12
2004-12-03,0.004314965,0,2004,12
2004-12-02,0.011956293,0,2004,12
2004-12-01,-0.007894251,0,2004,12
2004-11-30,0.010284758,0,2004,11
2004-11-29,0.001143866,0,2004,11
2004-11-26,-0.013080591,0,2004,11
2004-11-25,-0.009485207,0,2004,11
2004-11-24,0.010290373,0,2004,11
2004-11-23,0.00217182,0,2004,11
2004-11-22,-0.031216865,0,2004,11
2004-11-19,-0.003792055,0,2004,11
2004-11-18,0.003451834,0,2004,11
2004-11-17,0.019934527,0,2004,11
2004-11-16,0.000704286,0,2004,11
2004-11-15,-0.00176943,0,2004,11
2004-11-12,0.007258465,0,2004,11
2004-11-11,-0.012435089,0,2004,11
2004-11-10,0.000553388,0,2004,11
2004-11-09,0.001303588,0,2004,11
2004-11-08,0.00103687,0,2004,11
2004-11-05,0.012042868,0,2004,11
2004-11-04,-0.000361599,0,2004,11
2004-11-03,0.017924825,0,2004,11
2004-11-02,0.018287993,0,2004,11
2004-11-01,-0.008720752,0,2004,11
2004-10-29,0.001820716,0,2004,10
2004-10-28,0.007890681,0,2004,10
2004-10-27,-0.00210317,0,2004,10
2004-10-26,-0.019358682,0,2004,10
2004-10-22,-0.003893232,0,2004,10
2004-10-21,0.001537574,0,2004,10
2004-10-20,-0.00334895,0,2004,10
2004-10-19,0.006179705,0,2004,10
2004-10-18,-0.008366519,0,2004,10
2004-10-15,-0.001757825,0,2004,10
2004-10-14,-0.022136249,0,2004,10
2004-10-13,-0.002757728,0,2004,10
2004-10-12,-0.018018551,0,2004,10
2004-10-11,-0.002110728,0,2004,10
2004-10-08,-0.000137637,0,2004,10
2004-10-07,0.006994345,0,2004,10
2004-10-06,-0.003354706,0,2004,10
2004-10-05,0.000501813,0,2004,10
2004-10-04,0.022304826,0,2004,10
2004-10-01,0.017048458,0,2004,10
2004-09-30,0.006186153,0,2004,9
2004-09-29,-0.006747908,0,2004,9
2004-09-27,-0.007296074,0,2004,9
2004-09-24,-0.007586004,0,2004,9
2004-09-23,-0.005515747,0,2004,9
2004-09-22,0.003516404,0,2004,9
2004-09-21,0.014446146,0,2004,9
2004-09-20,0.007931747,0,2004,9
2004-09-17,-0.012333964,0,2004,9
2004-09-16,0.003403128,0,2004,9
2004-09-15,-0.008226671,0,2004,9
2004-09-14,-0.001425386,0,2004,9
2004-09-13,0.014031361,0,2004,9
2004-09-10,0.000557939,0,2004,9
2004-09-09,-0.000528565,0,2004,9
2004-09-08,-0.000138537,0,2004,9
2004-09-07,0.012264564,0,2004,9
2004-09-06,0.002577615,0,2004,9
2004-09-03,-0.015669289,0,2004,9
2004-09-02,-0.000903017,0,2004,9
2004-09-01,0.016060941,0,2004,9
2004-08-31,-0.004042191,0,2004,8
2004-08-30,-0.001512666,0,2004,8
2004-08-27,-0.002697221,0,2004,8
2004-08-26,0.026924714,0,2004,8
2004-08-23,0.00677769,0,2004,8
2004-08-20,0.003546321,0,2004,8
2004-08-19,0.032285938,0,2004,8
2004-08-18,0.015958851,0,2004,8
2004-08-17,-0.001778771,0,2004,8
2004-08-16,-0.007035342,0,2004,8
2004-08-13,0.004081579,0,2004,8
2004-08-12,0.000126692,0,2004,8
2004-08-11,-0.004892718,0,2004,8
2004-08-10,-0.001059367,0,2004,8
2004-08-09,5.37E-05,0,2004,8
2004-08-06,-0.005241718,0,2004,8
2004-08-05,0.020828044,0,2004,8
2004-08-04,-0.00938102,0,2004,8
2004-08-03,0.00314369,0,2004,8
2004-08-02,-0.012945133,0,2004,8
2004-07-30,0.013255048,0,2004,7
2004-07-29,-0.006298794,0,2004,7
2004-07-28,-0.002785902,0,2004,7
2004-07-27,0.012547569,0,2004,7
2004-07-26,-0.007841678,0,2004,7
2004-07-23,-0.002618802,0,2004,7
2004-07-22,-0.003913753,0,2004,7
2004-07-21,0.015669361,0,2004,7
2004-07-20,-0.029771729,0,2004,7
2004-07-19,-0.002369987,0,2004,7
2004-07-16,-0.007335643,0,2004,7
2004-07-15,-0.014376784,0,2004,7
2004-07-14,-0.010890729,0,2004,7
2004-07-13,-0.012705904,0,2004,7
2004-07-12,-0.003285033,0,2004,7
2004-07-09,0.011259515,0,2004,7
2004-07-08,-0.002512317,0,2004,7
2004-07-07,-0.001009842,0,2004,7
2004-07-06,0.013037609,0,2004,7
2004-07-05,-0.015125202,0,2004,7
2004-07-02,-0.015455095,0,2004,7
2004-07-01,-0.000433261,0,2004,7
2004-06-30,0.017054717,0,2004,6
2004-06-29,0.005548317,0,2004,6
2004-06-28,-0.015977458,0,2004,6
2004-06-25,0.004059463,0,2004,6
2004-06-24,0.008690416,0,2004,6
2004-06-23,0.031091291,0,2004,6
2004-06-21,-0.00228934,0,2004,6
2004-06-18,-0.016782155,0,2004,6
2004-06-17,0.018738669,0,2004,6
2004-06-16,-0.015289144,0,2004,6
2004-06-15,0.012990485,0,2004,6
2004-06-14,-0.028071148,0,2004,6
2004-06-11,-0.022571755,0,2004,6
2004-06-10,-0.016459091,0,2004,6
2004-06-09,-0.003517763,0,2004,6
2004-06-08,0.008581797,0,2004,6
2004-06-07,0.036844376,0,2004,6
2004-06-04,0.009422634,0,2004,6
2004-06-03,-0.034756887,0,2004,6
2004-06-02,-0.018464134,0,2004,6
2004-06-01,0.001398498,0,2004,6
2004-05-31,-0.025975761,0,2004,5
2004-05-28,0.017273187,0,2004,5
2004-05-27,0.000958975,0,2004,5
2004-05-26,0.011561867,0,2004,5
2004-05-25,0.002743147,0,2004,5
2004-05-24,-0.003832394,0,2004,5
2004-05-21,0.025726829,0,2004,5
2004-05-20,-0.007721079,0,2004,5
2004-05-19,0.054501159,0,2004,5
2004-05-18,0.013627676,0,2004,5
2004-05-17,-0.05095096,0,2004,5
2004-05-14,-0.023786391,0,2004,5
2004-05-13,-0.006830246,0,2004,5
2004-05-12,0.012304718,0,2004,5
2004-05-11,0.010525232,0,2004,5
2004-05-10,-0.035629261,0,2004,5
2004-05-07,0.022076927,0,2004,5
2004-05-06,0.009490573,0,2004,5
2004-05-05,-0.0539612,0,2004,5
2004-05-04,0.026266342,0,2004,5
2004-05-03,-0.014390771,0,2004,5
2004-04-30,-0.04442216,0,2004,4
2004-04-29,-0.026242823,0,2004,4
2004-04-28,-0.010839803,0,2004,4
2004-04-27,-0.009522106,0,2004,4
2004-04-26,-0.005542301,0,2004,4
2004-04-23,0.002378162,0,2004,4
2004-04-22,-0.011476818,0,2004,4
2004-04-21,0.001511771,0,2004,4
2004-04-20,0.003066743,0,2004,4
2004-04-19,-0.005722918,0,2004,4
2004-04-16,0.01208439,0,2004,4
2004-04-15,-0.020841025,0,2004,4
2004-04-14,0.012635536,0,2004,4
2004-04-13,0.002441802,0,2004,4
2004-04-12,0.023778163,0,2004,4
2004-04-09,-0.007867691,0,2004,4
2004-04-08,0.003929746,0,2004,4
2004-04-07,0.001687881,0,2004,4
2004-04-06,-0.007061485,0,2004,4
2004-04-05,0.02095931,0,2004,4
2004-04-02,0.003380093,0,2004,4
2004-04-01,0.00019932,0,2004,4
2004-03-31,0.004231136,0,2004,3
2004-03-30,0.003181905,0,2004,3
2004-03-29,0.055684194,0,2004,3
2004-03-26,-0.00391604,0,2004,3
2004-03-25,-0.009146126,0,2004,3
2004-03-24,0.006588486,0,2004,3
2004-03-23,-0.029407603,0,2004,3
2004-03-22,-0.066788553,0,2004,3
2004-03-19,0.004134356,0,2004,3
2004-03-18,0.031780273,0,2004,3
2004-03-17,-0.001781563,0,2004,3
2004-03-16,-0.006971088,0,2004,3
2004-03-15,-0.02415503,0,2004,3
2004-03-12,-0.011465146,0,2004,3
2004-03-11,0.000610917,0,2004,3
2004-03-10,-0.014194353,0,2004,3
2004-03-09,0.010493401,0,2004,3
2004-03-08,-0.006077469,0,2004,3
2004-03-05,-0.012854523,0,2004,3
2004-03-04,0.014703909,0,2004,3
2004-03-03,-0.006177548,0,2004,3
2004-03-02,0.012605195,0,2004,3
2004-03-01,0.020426514,0,2004,3
2004-02-27,0.00855937,0,2004,2
2004-02-26,0.007370249,0,2004,2
2004-02-25,0.008354542,0,2004,2
2004-02-24,-0.01150034,0,2004,2
2004-02-23,5.25E-05,0,2004,2
2004-02-20,-0.002391671,0,2004,2
2004-02-19,0.011454998,0,2004,2
2004-02-18,0.000815093,0,2004,2
2004-02-17,0.005346233,0,2004,2
2004-02-16,0.002472065,0,2004,2
2004-02-13,0.017435276,0,2004,2
2004-02-12,-0.002702037,0,2004,2
2004-02-11,-0.005232463,0,2004,2
2004-02-10,0.0039068,0,2004,2
2004-02-09,0.017272777,0,2004,2
2004-02-06,0.013594144,0,2004,2
2004-02-05,0.004285904,0,2004,2
2004-02-04,-0.001733781,0,2004,2
2004-02-03,-0.01071684,0,2004,2
2004-02-02,-0.008692815,0,2004,2
2004-01-30,0.00993719,0,2004,1
2004-01-29,-0.01152476,0,2004,1
2004-01-28,0.000253734,0,2004,1
2004-01-27,0.018329396,0,2004,1
2004-01-16,0.00085244,0,2004,1
2004-01-15,-0.001689251,0,2004,1
2004-01-14,0.010426362,0,2004,1
2004-01-13,-0.001525795,0,2004,1
2004-01-12,-0.0011675,0,2004,1
2004-01-09,0.009370791,0,2004,1
2004-01-08,0.004546306,0,2004,1
2004-01-07,-0.000449218,0,2004,1
2004-01-06,0.003034894,0,2004,1
2004-01-05,0.013880521,0,2004,1
2004-01-02,0.025611601,0,2004,1
2003-12-31,0.004080624,0,2003,12
2003-12-30,0.010656533,0,2003,12
2003-12-29,-0.008932581,0,2003,12
2003-12-26,0.000599621,0,2003,12
2003-12-25,-0.000711863,0,2003,12
2003-12-24,0.002114443,0,2003,12
2003-12-23,0.001782314,0,2003,12
2003-12-22,0.013175372,0,2003,12
2003-12-19,-0.001652001,0,2003,12
2003-12-18,0.002912026,0,2003,12
2003-12-17,-0.022968357,0,2003,12
2003-12-16,-0.006247215,0,2003,12
2003-12-15,0.011252373,0,2003,12
2003-12-12,-0.001487971,0,2003,12
2003-12-11,0.010964225,0,2003,12
2003-12-10,-0.009580924,0,2003,12
2003-12-09,0.002122402,0,2003,12
2003-12-08,-0.008966026,0,2003,12
2003-12-05,-0.003447367,0,2003,12
2003-12-04,0.006030617,0,2003,12
2003-12-03,-0.004479442,0,2003,12
2003-12-02,0.007032164,0,2003,12
2003-12-01,0.017048496,0,2003,12
2003-11-28,0.005435,0,2003,11
2003-11-27,-0.020482509,0,2003,11
2003-11-26,-9.73E-05,0,2003,11
2003-11-25,0.006802277,0,2003,11
2003-11-24,-0.00145453,0,2003,11
2003-11-21,-0.00071646,0,2003,11
2003-11-20,-0.005331165,0,2003,11
2003-11-19,-0.01245229,0,2003,11
2003-11-18,-0.002158822,0,2003,11
2003-11-17,-0.015294213,0,2003,11
2003-11-14,0.001545869,0,2003,11
2003-11-13,0.008806987,0,2003,11
2003-11-12,-0.006530966,0,2003,11
2003-11-11,-0.006098336,0,2003,11
2003-11-10,0.000363226,0,2003,11
2003-11-07,0.007222204,0,2003,11
2003-11-06,-0.020988812,0,2003,11
2003-11-05,0.005455894,0,2003,11
2003-11-04,0.003538427,0,2003,11
2003-11-03,0.007002342,0,2003,11
2003-10-31,-0.010315759,0,2003,10
2003-10-30,0.002011198,0,2003,10
2003-10-29,0.003361068,0,2003,10
2003-10-28,0.019618867,0,2003,10
2003-10-27,0.006828159,0,2003,10
2003-10-24,-0.005727265,0,2003,10
2003-10-23,-0.014834836,0,2003,10
2003-10-22,-0.003233544,0,2003,10
2003-10-21,-0.002703241,0,2003,10
2003-10-20,0.005821891,0,2003,10
2003-10-17,0.001154788,0,2003,10
2003-10-16,0.018796904,0,2003,10
2003-10-15,-0.002364265,0,2003,10
2003-10-14,-0.005701159,0,2003,10
2003-10-13,0.017477359,0,2003,10
2003-10-09,0.008258614,0,2003,10
2003-10-08,-0.005955593,0,2003,10
2003-10-07,0.00093656,0,2003,10
2003-10-06,0.017991263,0,2003,10
2003-10-03,0.008408978,0,2003,10
2003-10-02,0.021176496,0,2003,10
2003-10-01,-0.005301698,0,2003,10
2003-09-30,-0.005686188,0,2003,9
2003-09-29,-0.001169889,0,2003,9
2003-09-26,-0.006701557,0,2003,9
2003-09-25,-0.005964322,0,2003,9
2003-09-24,0.006746997,0,2003,9
2003-09-23,0.001455314,0,2003,9
2003-09-22,-0.014269066,0,2003,9
2003-09-19,0.001234609,0,2003,9
2003-09-18,0.000638578,0,2003,9
2003-09-17,0.008401091,0,2003,9
2003-09-16,0.013522501,0,2003,9
2003-09-15,-0.003907689,0,2003,9
2003-09-12,0.003885529,0,2003,9
2003-09-10,-0.010079761,0,2003,9
2003-09-09,-0.00808799,0,2003,9
2003-09-08,0.015601974,0,2003,9
2003-09-05,0.002381955,0,2003,9
2003-09-04,-0.008381543,0,2003,9
2003-09-03,-0.007482571,0,2003,9
2003-09-02,0.00424471,0,2003,9
2003-09-01,0.007248493,0,2003,9
2003-08-29,0.0231228,0,2003,8
2003-08-28,-0.005457888,0,2003,8
2003-08-27,-0.000867179,0,2003,8
2003-08-26,-0.022613573,0,2003,8
2003-08-25,0.007124616,0,2003,8
2003-08-22,0.006194025,0,2003,8
2003-08-21,0.012311472,0,2003,8
2003-08-20,0.005705567,0,2003,8
2003-08-19,-0.000841067,0,2003,8
2003-08-18,0.005112284,0,2003,8
2003-08-15,0.009562698,0,2003,8
2003-08-14,-0.001014283,0,2003,8
2003-08-13,0.03558924,0,2003,8
2003-08-12,0.007793503,0,2003,8
2003-08-11,-0.00343045,0,2003,8
2003-08-08,-0.005042717,0,2003,8
2003-08-07,0.006360712,0,2003,8
2003-08-06,-0.006392303,0,2003,8
2003-08-05,-0.021896195,0,2003,8
2003-08-04,-0.002471009,0,2003,8
2003-08-01,0.013570024,0,2003,8
2003-07-31,0.002102812,0,2003,7
2003-07-30,-0.006603699,0,2003,7
2003-07-29,-0.020055761,0,2003,7
2003-07-28,0.010575096,0,2003,7
2003-07-25,-0.001480727,0,2003,7
2003-07-24,0.021721329,0,2003,7
2003-07-23,0.005109285,0,2003,7
2003-07-22,0.007991493,0,2003,7
2003-07-21,-0.012875942,0,2003,7
2003-07-18,-0.002288891,0,2003,7
2003-07-17,-0.021123522,0,2003,7
2003-07-16,0.014619949,0,2003,7
2003-07-15,-0.002631805,0,2003,7
2003-07-14,0.02098871,0,2003,7
2003-07-11,-0.008030471,0,2003,7
2003-07-10,-0.014280889,0,2003,7
2003-07-09,-0.001687789,0,2003,7
2003-07-08,0.008588457,0,2003,7
2003-07-07,0.033077438,0,2003,7
2003-07-04,0.011096479,0,2003,7
2003-07-03,1.37E-05,0,2003,7
2003-07-02,0.015437106,0,2003,7
2003-07-01,0.029890295,0,2003,7
2003-06-30,-0.001178786,0,2003,6
2003-06-27,-0.003291779,0,2003,6
2003-06-26,-0.008062767,0,2003,6
2003-06-25,0.004986444,0,2003,6
2003-06-24,-0.002521476,0,2003,6
2003-06-23,-0.01616366,0,2003,6
2003-06-20,-0.009176238,0,2003,6
2003-06-19,0.009969854,0,2003,6
2003-06-18,0.005203903,0,2003,6
2003-06-17,0.016521679,0,2003,6
2003-06-16,0.002142608,0,2003,6
2003-06-13,0.000711294,0,2003,6
2003-06-12,0.015355957,0,2003,6
2003-06-11,-0.005701337,0,2003,6
2003-06-10,0.001089717,0,2003,6
2003-06-09,0.018245103,0,2003,6
2003-06-06,0.000445304,0,2003,6
2003-06-05,0.012881353,0,2003,6
2003-06-03,-0.003166459,0,2003,6
2003-06-02,0.030079677,0,2003,6
2003-05-30,0.002830704,0,2003,5
2003-05-29,0.015338335,0,2003,5
2003-05-28,0.005234649,0,2003,5
2003-05-27,-0.003238108,0,2003,5
2003-05-26,0.026681105,0,2003,5
2003-05-23,0.018312926,0,2003,5
2003-05-22,0.012962928,0,2003,5
2003-05-21,-0.008220454,0,2003,5
2003-05-20,-0.000989238,0,2003,5
2003-05-19,-0.006529295,0,2003,5
2003-05-16,-0.01095991,0,2003,5
2003-05-15,-0.002271314,0,2003,5
2003-05-14,0.001501872,0,2003,5
2003-05-13,0.017265819,0,2003,5
2003-05-12,0.003967786,0,2003,5
2003-05-09,0.012628691,0,2003,5
2003-05-08,-0.019799294,0,2003,5
2003-05-07,0.013140779,0,2003,5
2003-05-06,0.004362084,0,2003,5
2003-05-05,0.003414664,0,2003,5
2003-05-02,0.00958277,0,2003,5
2003-04-30,-0.012439528,0,2003,4
2003-04-29,0.014692596,0,2003,4
2003-04-28,-0.022213089,0,2003,4
2003-04-25,-0.032320443,0,2003,4
2003-04-24,-0.041619477,0,2003,4
2003-04-23,0.001938061,0,2003,4
2003-04-22,-0.019797251,0,2003,4
2003-04-21,-0.002185347,0,2003,4
2003-04-18,0.020067183,0,2003,4
2003-04-17,-0.009255161,0,2003,4
2003-04-16,0.027125918,0,2003,4
2003-04-15,0.006228965,0,2003,4
2003-04-14,-0.015581406,0,2003,4
2003-04-11,-0.002413374,0,2003,4
2003-04-10,0.000874952,0,2003,4
2003-04-09,-0.003308109,0,2003,4
2003-04-08,-0.005109456,0,2003,4
2003-04-07,0.017036438,0,2003,4
2003-04-04,0.032303213,0,2003,4
2003-04-03,0.010861498,0,2003,4
2003-04-02,-0.006005611,0,2003,4
2003-04-01,0.00379291,0,2003,4
2003-03-31,-0.034797778,0,2003,3
2003-03-28,-0.008247235,0,2003,3
2003-03-27,0.004045774,0,2003,3
2003-03-26,-0.000617938,0,2003,3
2003-03-25,-0.015719762,0,2003,3
2003-03-24,-0.003540502,0,2003,3
2003-03-21,-0.002680872,0,2003,3
2003-03-20,0.018644229,0,2003,3
2003-03-19,-0.00542985,0,2003,3
2003-03-18,0.041700417,0,2003,3
2003-03-17,-0.026402036,0,2003,3
2003-03-14,0.022192332,0,2003,3
2003-03-13,0.011746358,0,2003,3
2003-03-12,0.01589034,0,2003,3
2003-03-11,-0.013782439,0,2003,3
2003-03-10,-0.007033529,0,2003,3
2003-03-07,-0.010653926,0,2003,3
2003-03-06,-0.004678471,0,2003,3
2003-03-05,-0.018130138,0,2003,3
2003-03-04,-0.005964623,0,2003,3
2003-03-03,0.021259075,0,2003,3
2003-02-27,-0.00543677,0,2003,2
2003-02-26,0.000525329,0,2003,2
2003-02-25,-0.033595852,0,2003,2
2003-02-24,0.013378478,0,2003,2
2003-02-21,-0.000516404,0,2003,2
2003-02-20,-2.86E-05,0,2003,2
2003-02-19,-0.011829823,0,2003,2
2003-02-18,-0.02120474,0,2003,2
2003-02-17,0.046971622,0,2003,2
2003-02-14,-0.003098963,0,2003,2
2003-02-13,-0.025278548,0,2003,2
2003-02-12,0.001275173,0,2003,2
2003-02-11,-0.005359754,0,2003,2
2003-02-10,-0.019322672,0,2003,2
2003-02-07,-0.020318273,0,2003,2
2003-02-06,-0.036206223,0,2003,2
2003-01-28,0.008560931,0,2003,1
2003-01-27,-0.016753933,0,2003,1
2003-01-24,-0.004229346,0,2003,1
2003-01-23,0.017129056,0,2003,1
2003-01-22,0.009583754,0,2003,1
2003-01-21,-0.001042207,0,2003,1
2003-01-20,0.008812538,0,2003,1
2003-01-17,-0.007183475,0,2003,1
2003-01-16,-0.014829504,0,2003,1
2003-01-15,0.005063677,0,2003,1
2003-01-14,0.000232406,0,2003,1
2003-01-13,0.028956048,0,2003,1
2003-01-10,0.007700889,0,2003,1
2003-01-09,-0.004796431,0,2003,1
2003-01-08,0.028897615,0,2003,1
2003-01-07,0.002392396,0,2003,1
2003-01-06,0.013734458,0,2003,1
2003-01-03,0.022420534,0,2003,1
2003-01-02,0,0,2003,1
